data,PmGdaLeczkow,PmGdaPowWars,PmGdaWyzwole,PmGdyPorebsk,PmGdySzafran,PmSopBiPlowoc
1/1/21 1:00,75.9256,33.5581,31.8275,82.2593,48.8244,-1
1/1/21 2:00,38.8864,20.8089,32.4428,53.8933,43.2836,-1
1/1/21 3:00,32.0456,19.5633,20.1326,46.3933,37.5906,-1
1/1/21 4:00,32.8397,15.3381,16.8467,35.1774,36.6756,-1
1/1/21 5:00,40.4011,17.6128,21.4975,30.6656,30.46,-1
1/1/21 6:00,32.7256,6.67056,12.2151,25.5374,23.3181,-1
1/1/21 7:00,27.9192,8.50083,4.63522,22.7649,21.7614,-1
1/1/21 8:00,25.5756,6.84861,13.2264,22.9722,23.8253,-1
1/1/21 9:00,25.2564,9.77333,12.6449,24.0165,23.5042,-1
1/1/21 10:00,22.2364,10.1031,8.04956,37.4237,23.3967,-1
1/1/21 11:00,20.2814,6.17972,16.3397,43.5547,24.0294,-1
1/1/21 12:00,22.7283,12.4667,8.78894,39.9103,19.6881,-1
1/1/21 13:00,22.5042,13.0661,8.94861,34.4903,20.9672,-1
1/1/21 14:00,23.7661,10.9528,9.16917,33.7653,19.36,-1
1/1/21 15:00,25.2589,11.9531,4.54333,52.3489,21.4622,-1
1/1/21 16:00,26.9103,15.4172,13.2157,35.3412,27.0358,-1
