data,PmGdaLeczkow,PmGdaPowWars,PmGdaWyzwole,PmGdyPorebsk,PmGdySzafran,PmSopBiPlowoc
4/20/21 10:00,54.4186,41,42.6749,53.3212,51.9118,39.2486
4/20/21 11:00,58.7253,41.8353,39.6317,39.2997,45.925,32.5107
4/20/21 12:00,62.3559,103.646,50.3398,45.5602,46.7077,30.1985
4/20/21 13:00,51.1303,71.3036,45.9116,49.3684,54.1074,35.6186
4/20/21 14:00,61.7923,93.9192,43.9069,49.8246,51.1732,43.4387
4/20/21 15:00,56.7063,80.9203,44.1973,55.1165,50.2836,41.8221
4/20/21 16:00,56.0072,31.8242,40.8731,52.364,48.2471,39.4679
4/20/21 17:00,50.5582,57.2525,39.7471,43.0022,42.3982,39.9136
4/20/21 18:00,54.3891,44.2017,37.1542,49.1132,37.2148,37.6254
4/20/21 19:00,45.691,43.8925,25.4336,39.1021,36.4168,29.9875
4/20/21 20:00,39.1118,37.5533,23.4573,54.3999,55.9554,27.4634
4/20/21 21:00,45.5307,32.1539,27.6887,58.415,62.572,51.0131
4/20/21 22:00,58.7569,28.4678,36.6952,46.1693,64.0326,36.3359
4/20/21 23:00,51.8131,29.0414,42.4145,41.3024,50.7121,32.6664
4/21/21 0:00,49.8737,39.0997,41.8249,38.9151,38.1043,29.2279
4/21/21 1:00,34.8606,31.3161,37.2963,31.5189,34.9364,24.2828
4/21/21 2:00,37.9524,39.0456,27.6658,25.7039,46.2305,20.6963
4/21/21 3:00,43.5126,34.7333,24.0816,29.6073,35.937,20.8022
4/21/21 4:00,46.6442,27.7178,26.2793,23.2786,40.9038,25.9566
4/21/21 5:00,48.6667,36.24,37.2708,22.2326,53.2383,32.394
4/21/21 6:00,61.245,56.1147,49.3918,25.1415,37.3811,39.8517
4/21/21 7:00,59.0797,77.4314,54.0666,30.221,27.5019,37.929
4/21/21 8:00,46.1623,34.9433,35.8792,38.526,36.7681,39.3069
4/21/21 9:00,41.695,51,56.0166,43.8224,33.1542,33.0477
4/21/21 10:00,84.0786,79.5608,76.8019,32.3228,36.2855,33.708
4/21/21 11:00,55.2318,25.1639,61.5475,42.8652,28.7491,32.1616
4/21/21 12:00,40.743,33.6933,103.447,52.1427,27.3534,32.6271
4/21/21 13:00,42.3526,94.1628,59.1219,50.3778,25.1347,33.122
4/21/21 14:00,52.184,36.0375,57.6455,44.0672,24.8544,37.1227
4/21/21 15:00,77.5077,80.5169,52.7389,51.2575,29.8359,35.8837
4/21/21 16:00,76.1611,66.0778,56.2565,84.382,35.202,33.6979
4/21/21 17:00,66.7282,49.6561,45.3127,52.3448,35.5214,35.5202
4/21/21 18:00,54.0805,59.2056,31.0389,31.5619,27.3928,29.3017
4/21/21 19:00,32.537,35.65,26.1948,25.1614,19.8611,20.9206
4/21/21 20:00,29.5599,31.9969,20.5227,22.4529,17.2214,19.5935
4/21/21 21:00,18.4069,16.4469,15.1321,19.2912,15.5951,16.2022
4/21/21 22:00,19.3445,19.9775,15.1724,19.2621,15.9478,17.0265
4/21/21 23:00,17.6833,14.8239,16.4312,17.9231,15.0763,17.6067
4/22/21 0:00,17.6075,9.6425,15.312,18.5188,13.5409,16.3566
4/22/21 1:00,18.6501,7.86694,16.0938,21.7177,13.6328,17.2212
4/22/21 2:00,25.4685,14.2756,22.9566,29.5065,18.7908,25.4686
4/22/21 3:00,32.1077,21.2531,30.6354,33.909,19.8748,29.2395
4/22/21 4:00,31.9278,26.4211,35.4027,34.5775,18.8341,26.1563
4/22/21 5:00,30.2451,33.1597,27.972,23.5785,15.4119,27.2391
4/22/21 6:00,27.0694,43.0014,24.8993,23.3582,15.9832,23.2468
4/22/21 7:00,28.6112,44.31,37.1735,36.1238,18.2145,23.2956
4/22/21 8:00,36.4798,55.8303,53.0097,42.8142,18.2069,24.3418
4/22/21 9:00,35.8116,67.3653,38.721,20.085,10.8053,16.6638
4/22/21 10:00,23.7291,20.0867,17.6811,8.27706,6.95271,8.4421
4/22/21 11:00,8.13326,29.1086,6.46962,6.90879,5.98961,7.39636
4/22/21 12:00,7.25942,10.6968,5.91406,5.96647,5.63308,6.32583
4/22/21 13:00,8.04,35.4069,5.42176,5.9941,5.40406,5.84912
4/22/21 14:00,6.10413,43.2986,4.38901,6.89722,5.61325,5.14198
4/22/21 15:00,6.51567,33.9342,4.97032,8.03929,5.88383,6.09586
4/22/21 16:00,8.13515,22.2897,6.24697,7.38007,7.0599,6.93548
4/22/21 17:00,9.60329,23.2817,7.82585,10.9498,7.07619,8.47208
4/22/21 18:00,8.15617,24.7317,6.23729,10.0184,7.19047,6.9036
4/22/21 19:00,12.7287,21.3261,5.35211,7.95122,6.63089,6.42311
4/22/21 20:00,7.25186,26.515,5.54431,7.74675,6.75201,5.99858
4/22/21 21:00,5.75279,12.2486,5.22249,7.69788,5.62978,5.45576
4/22/21 22:00,5.76129,12.7222,5.1951,7.85347,6.14025,6.02904
4/22/21 23:00,5.36132,11.0428,5.87368,6.76949,5.19533,5.57406
4/23/21 0:00,5.31858,9.95278,4.65558,5.81489,4.7989,4.75995
4/23/21 1:00,4.61828,4.4675,3.98999,4.89429,4.62324,4.57719
4/23/21 2:00,4.83692,10.6772,4.51014,4.85274,4.74719,4.81614
4/23/21 3:00,6.02196,9.29611,4.80575,5.93058,5.89328,5.17125
4/23/21 4:00,7.90707,8.51583,7.11917,7.51135,6.46419,6.33504
4/23/21 5:00,9.94235,18.4117,8.70135,8.5186,7.43414,8.44776
4/23/21 6:00,9.99901,25.4761,8.13633,8.53583,7.16733,8.0171
4/23/21 7:00,9.58369,20.7875,8.42699,7.95949,6.79758,8.12548
4/23/21 8:00,9.54261,18.7936,8.08581,8.78871,6.71282,9.93314
4/23/21 9:00,9.55418,11.9656,13.1629,6.03117,5.01235,7.07194
4/23/21 10:00,9.12706,18.0558,10.3565,5.49401,4.89099,5.81819
4/23/21 11:00,8.5304,16.9778,8.60289,6.14969,5.11624,6.18181
4/23/21 12:00,10.917,42.7736,12.3993,9.11596,5.60192,6.3635
4/23/21 13:00,15.8288,26.8233,12.4907,24.0797,6.97207,8.97429
4/23/21 14:00,13.0491,33.0064,11.2785,17.8703,6.66536,7.85474
4/23/21 15:00,15.0131,37.3458,9.67885,29.6161,7.05731,7.63579
4/23/21 16:00,13.8927,29.1961,10.4165,19.1913,7.02236,7.71958
4/23/21 17:00,13.0753,16.6314,8.17553,16.7622,6.43988,7.32694
4/23/21 18:00,14.4032,24.8247,7.35339,20.3723,7.15931,6.67056
4/23/21 19:00,12.7053,26.7447,5.80592,11.9809,8.92306,9.90599
4/23/21 20:00,14.8535,38.2364,6.05596,20.3149,17.2032,11.4716
4/23/21 21:00,20.82,48.0503,17.0358,19.2652,39.1734,19.5483
4/23/21 22:00,23.5799,65.4858,34.7137,26.6819,48.342,16.5811
4/23/21 23:00,29.8146,104.258,35.7493,21.1359,19.5757,15.0419
4/24/21 0:00,25.0915,52.2414,35.2683,14.5838,18.6404,21.0022
4/24/21 1:00,14.8719,23.1469,15.1935,20.3872,12.9256,16.74
4/24/21 2:00,13.6609,39.49,9.92039,9.97351,9.49397,11.1793
4/24/21 3:00,10.6637,43.7978,8.59226,8.12807,8.54221,9.25526
4/24/21 4:00,12.3816,28.2172,7.66789,7.72007,8.49876,8.32546
4/24/21 5:00,9.60967,33.3733,8.11178,7.6601,8.13562,7.87142
4/24/21 6:00,10.6776,32.5175,8.09714,7.6124,7.74156,7.63035
4/24/21 7:00,9.97682,23.5147,9.65075,7.80908,8.85246,8.0825
4/24/21 8:00,11.418,9.13944,11.0308,7.49057,8.12618,7.69174
4/24/21 9:00,13.4224,10.4758,13.4387,9.54804,6.34212,8.23668
4/24/21 10:00,12.2482,13.3442,8.72519,25.5587,6.19621,6.01912
4/24/21 11:00,11.0965,10.6967,7.54511,14.4256,6.09987,6.2779
4/24/21 12:00,14.6804,22.3819,6.051,26.3398,6.42854,6.65639
4/24/21 13:00,14.5153,9.26028,7.06958,18.9493,6.34283,6.83773
4/24/21 14:00,10.1003,4.28028,6.48615,8.05794,5.67464,5.95254
4/24/21 15:00,22.3923,33.0692,6.48001,7.50025,5.55092,6.36031
4/24/21 16:00,17.7076,13.6175,4.11938,8.62367,5.78042,5.67771
4/24/21 17:00,11.3623,18.6208,4.44426,8.51364,6.34519,6.27248
4/24/21 18:00,10.6561,19.8856,4.45064,9.25314,6.87621,5.34951
4/24/21 19:00,24.3206,19.435,8.20126,9.04111,9.05268,6.99544
4/24/21 20:00,17.4452,34.6856,18.8848,12.1762,14.0955,13.2302
4/24/21 21:00,25.8761,43.8994,14.9196,19.4465,19.0409,20.3941
4/24/21 22:00,28.7819,41.1056,19.6595,20.2248,33.5754,17.9798
4/24/21 23:00,22.0546,33.4242,18.9956,20.6474,21.0235,15.8688
4/25/21 0:00,22.435,26.3611,13.7761,12.3783,14.9689,14.8509
4/25/21 1:00,21.0365,30.7806,14.509,10.7569,14.6339,12.3646
4/25/21 2:00,16.8264,32.0669,14.7741,11.6622,12.4713,11.4959
4/25/21 3:00,13.8703,25.6586,12.5171,10.2132,10.5522,9.77258
4/25/21 4:00,12.0983,24.4056,10.8783,9.29021,10.4804,9.42031
4/25/21 5:00,10.5428,23.8681,10.3126,8.11367,15.5304,9.14217
4/25/21 6:00,11.8079,26.1661,9.68357,7.73825,14.4086,11.8933
4/25/21 7:00,10.7482,5.71722,8.06786,7.98263,7.56093,7.74675
4/25/21 8:00,9.70317,1,4.94576,8.08746,5.53604,5.67039
4/25/21 9:00,7.37794,2.82722,6.24815,6.18488,5.32779,5.69235
4/25/21 10:00,7.96444,24.7361,7.98357,6.75603,6.55321,6.2524
4/25/21 11:00,5.30961,48.4333,6.90572,10.3529,6.85425,4.88626
4/25/21 12:00,5.61679,1,4.04972,8.80901,5.55375,4.6171
4/25/21 13:00,7.11137,19.7133,8.34931,9.69679,5.56839,5.02179
4/25/21 14:00,7.65561,15.3108,5.01306,8.24801,5.70628,5.18704
4/25/21 15:00,8.67443,12.3931,5.88714,6.39997,6.50717,5.70699
4/25/21 16:00,8.61871,20.4758,7.39967,8.48814,8.37858,7.89125
4/25/21 17:00,10.4712,9.13528,9.42739,9.44793,7.15553,8.46642
4/25/21 18:00,9.25668,15.8831,12.23,8.80311,8.77431,10.326
4/25/21 19:00,8.97972,18.3753,26.999,7.06085,7.65467,10.0023
4/25/21 20:00,9.47225,14.8142,6.04675,10.0824,7.10807,7.98263
4/25/21 21:00,8.19088,4.77778,6.16079,10.5156,11.499,6.33952
4/25/21 22:00,7.86717,5.20167,5.6064,12.8486,14.1999,6.54329
4/25/21 23:00,8.49026,3.77333,6.27413,12.9105,10.7277,6.83914
4/26/21 0:00,10.3343,7.23361,10.5272,10.1853,7.77556,6.41532
4/26/21 1:00,9.40024,8.61056,10.9387,8.41093,7.76162,6.7284
4/26/21 2:00,9.20828,7.2625,9.28431,6.1896,9.24181,7.52787
4/26/21 3:00,9.35372,7.86361,9.23331,6.47128,9.38937,7.6261
4/26/21 4:00,10.4724,9.77333,7.96303,8.73228,9.30768,7.71157
4/26/21 5:00,15.0572,12.2031,8.33443,8.8534,10.0181,8.2185
4/26/21 6:00,13.2158,13.6903,8.61115,11.0379,9.26447,8.14152
4/26/21 7:00,12.5214,14.9419,7.88724,13.1022,7.75926,8.27942
4/26/21 8:00,12.4931,4.68417,7.00772,19.0808,7.47593,10.3678
4/26/21 9:00,11.0393,8.205,9.62076,10.2774,9.41771,11.4379
4/26/21 10:00,8.93108,24.0253,8.96579,14.529,7.14443,8.66475
4/26/21 11:00,6.40658,25.2708,4.94104,13.4817,7.46483,5.94427
4/26/21 12:00,5.80639,6.75028,4.691,10.1076,7.17465,6.25087
4/26/21 13:00,6.41626,1,5.13961,13.1296,9.42338,7.75943
4/26/21 14:00,6.34519,9.33528,5.29332,12.5424,12.8373,6.7081
4/26/21 15:00,7.14962,18.1053,5.39107,18.6341,10.9914,8.88882
4/26/21 16:00,7.52764,14.3672,5.04351,20.361,14.5222,7.93423
4/26/21 17:00,7.60579,12.4139,6.1079,21.8617,14.8454,7.89644
4/26/21 18:00,7.75643,20.6678,5.88926,17.1699,10.4944,7.54724
4/26/21 19:00,8.46146,12.7364,4.84683,13.4502,9.88969,8.64374
4/26/21 20:00,13.1006,8.81389,5.25389,25.3063,25.8614,12.3691
4/26/21 21:00,22.7493,41.0614,18.6279,32.7167,43.2904,36.3004
4/26/21 22:00,23.6597,53.7958,29.6477,34.4618,51.1015,12.9624
4/26/21 23:00,28.8782,44.4742,22.1406,26.9244,22.4723,20.1731
4/27/21 0:00,23.5872,27.67,17.2127,12.413,14.9878,17.6691
4/27/21 1:00,13.4063,12.5756,10.0897,6.99544,8.41967,9.27226
4/27/21 2:00,9.61604,16.4606,7.41926,6.0484,6.70739,7.50214
4/27/21 3:00,10.3291,14.8525,7.93493,6.49631,7.46554,7.09107
4/27/21 4:00,9.6694,15.7056,7.19378,7.85442,7.91463,7.20511
4/27/21 5:00,9.99335,21.08,8.4931,9.6694,8.88811,7.88062
4/27/21 6:00,11.3071,21.3772,21.5836,18.2631,10.6507,9.65571
4/27/21 7:00,13.3383,32.5544,19.3814,27.441,12.0279,12.485
4/27/21 8:00,13.0729,13.23,10.7107,17.7361,11.4504,11.6716
4/27/21 9:00,12.1863,19.8503,11.4055,17.1402,14.1758,11.3576
4/27/21 10:00,16.2113,44.0672,13.8715,20.2826,13.5173,9.94164
4/27/21 11:00,16.5636,60.8389,11.1855,14.3123,27.5362,9.7511
4/27/21 12:00,9.88804,37.1294,8.65767,13.7905,14.3536,8.13799
4/27/21 13:00,10.9347,25.2367,9.58724,12.2182,24.1588,6.10743
4/27/21 14:00,11.075,17.8161,13.3511,24.8568,31.3527,6.00992
4/27/21 15:00,11.0865,47.7794,11.9986,27.343,35.3274,6.28758
4/27/21 16:00,11.962,40.7761,9.96667,19.1625,18.3326,8.69662
4/27/21 17:00,10.4875,39.9783,9.65736,24.9918,19.4841,8.56039
4/27/21 18:00,9.43565,29.4431,8.15428,18.6402,14.8152,10.8459
4/27/21 19:00,9.68569,28.8844,13.8752,10.8101,12.4515,8.28107
4/27/21 20:00,12.3663,49.9561,12.0473,11.1944,11.5932,14.6579
4/27/21 21:00,23.3173,45.0153,14.4433,42.1578,21.1791,17.5208
4/27/21 22:00,30.4663,68.3092,36.2413,39.9084,41.8001,10.9612
4/27/21 23:00,31.7581,72.9508,32.4409,27.7196,45.228,10.408
4/28/21 0:00,33.8569,81.9375,33.952,22.2114,56.9346,11.1675
4/28/21 1:00,32.9084,63.0789,30.7954,30.2885,50.2286,16.7711
4/28/21 2:00,29.8059,48.8808,25.8761,20.4469,47.0014,23.1773
4/28/21 3:00,32.4168,44.3558,25.954,18.24,41.7383,18.9993
4/28/21 4:00,30.3721,39.4636,23.6831,15.7613,44.0415,17.8951
4/28/21 5:00,36.494,42.8539,26.235,25.5354,31.6476,15.8017
4/28/21 6:00,34.5508,67.7806,62.8414,33.5702,32.0971,17.6672
4/28/21 7:00,19.2718,28.0053,41.929,25.4636,10.1428,19.1498
4/28/21 8:00,22.6626,6.98556,18.2098,14.1116,17.3832,23.3197
4/28/21 9:00,32.2617,4.22639,22.4515,15.3021,32.2338,10.9272
4/28/21 10:00,31.5128,19.8753,26.5764,16.2196,40.1976,13.565
4/28/21 11:00,27.7267,7.43917,35.5611,24.9262,35.2929,17.1608
4/28/21 12:00,46.8236,5.92611,39.1566,24.5057,31.3461,13.2979
4/28/21 13:00,55.138,56.1925,27.7435,21.5883,38.0934,15.0114
4/28/21 14:00,53.9362,72.3575,27.4998,24.3883,50.6002,17.135
4/28/21 15:00,40.3667,81.0017,27.3411,33.2366,45.236,17.7987
4/28/21 16:00,31.8967,36.0689,22.444,30.8115,42.7731,19.8156
4/28/21 17:00,27.3416,48.22,17.5945,22.9492,26.7346,17.4077
4/28/21 18:00,23.7289,48.6139,14.9118,28.0126,22.7443,18.248
4/28/21 19:00,21.3057,36.02,14.2403,18.3191,20.9555,15.1359
4/28/21 20:00,46.2369,36.8797,11.1227,18.8688,22.1434,12.4949
4/28/21 21:00,20.7796,38.6825,18.2457,14.3047,22.9736,13.9924
4/28/21 22:00,20.9572,43.7106,20.4202,23.0479,20.9758,15.9832
4/28/21 23:00,25.7691,49.7731,20.1546,25.2464,25.5505,19.8611
4/29/21 0:00,27.3971,46.3422,28.1508,31.7453,28.3097,16.2781
4/29/21 1:00,31.0672,42.9764,37.2061,28.4381,33.4385,18.8685
4/29/21 2:00,34.2408,44.8697,44.1728,24.9675,42.6097,22.7061
4/29/21 3:00,37.3806,30.1686,41.7706,22.5788,45.296,23.4168
4/29/21 4:00,37.9031,47.5472,43.3438,23.0007,46.4147,27.2973
4/29/21 5:00,39.8144,82.4083,42.3647,28.7512,69.0136,31.6048
4/29/21 6:00,38.8697,41.2561,64.3978,59.0355,51.2653,35.7932
4/29/21 7:00,40.6415,21.8692,60.0484,46.6897,48.2507,49.2315
4/29/21 8:00,59.1208,29.7036,85.4079,54.7933,43.5034,66.2112
4/29/21 9:00,68.6622,27.105,72.4447,39.3495,53.506,92.6218
4/29/21 10:00,88.0595,47.9953,36.5325,35.6879,75.0906,36.209
4/29/21 11:00,52.3217,139.561,32.367,35.2872,53.948,27.683
4/29/21 12:00,59.3514,129.497,30.934,30.425,54.2207,31.9217
4/29/21 13:00,65.5175,109.729,42.4192,27.0807,36.0397,28.4511
4/29/21 14:00,56.1134,64.9081,39.8059,47.0604,24.5291,31.8381
4/29/21 15:00,33.1459,28.9839,21.6499,27.7803,21.4912,21.3716
4/29/21 16:00,27.5791,28.4672,22.1007,22.2208,21.4322,20.3013
4/29/21 17:00,25.4036,36.7731,18.6938,19.4057,20.4318,19.9716
4/29/21 18:00,27.8651,39.3378,20.0163,19.5958,20.7156,21.2166
4/29/21 19:00,26.2069,34.2531,19.4402,21.0946,23.7279,21.3213
4/29/21 20:00,31.2481,41.9472,20.6453,20.4618,24.3312,25.5389
4/29/21 21:00,27.9749,47.5017,17.7498,22.4444,24.3513,24.0446
4/29/21 22:00,24.9172,28.7744,19.4333,23.4708,26.0579,23.8115
4/29/21 23:00,26.9329,26.2439,21.6294,24.2431,26.8127,25.3321
4/30/21 0:00,28.992,27.5719,22.7778,24.2552,28.9753,26.9962
4/30/21 1:00,29.2706,22.7211,22.1351,26.2479,30.8871,27.8924
4/30/21 2:00,31.3191,26.5969,25.1505,33.9527,38.5401,28.0251
4/30/21 3:00,36.1618,19.5828,29.6572,35.0587,37.6922,31.7938
4/30/21 4:00,33.2002,20.7444,35.6112,32.7516,30.6656,31.2147
4/30/21 5:00,31.2955,26.7439,32.324,32.0773,31.0304,30.3426
4/30/21 6:00,31.4818,33.1722,28.7965,32.9795,30.1216,30.4061
4/30/21 7:00,27.4748,23.6106,25.9228,30.5839,26.2163,26.1629
4/30/21 8:00,25.5406,5.53444,22.4749,27.2299,23.7983,24.003
4/30/21 9:00,22.9126,21.3186,21.4761,25.3961,21.9536,23.1263
4/30/21 10:00,22.1125,37.8033,19.6319,22.0612,21.381,21.6306
4/30/21 11:00,21.9177,32.2597,17.3005,16.834,16.8543,20.3801
4/30/21 12:00,19.0416,24.5644,13.6977,11.0922,13.624,15.1264
4/30/21 13:00,12.8338,16.1419,8.38496,11.0993,10.7517,10.6604
4/30/21 14:00,11.4922,8.75722,9.33058,12.3129,11.1975,12.5194
4/30/21 15:00,14.2681,11.2217,10.8653,15.1774,12.8231,13.9383
4/30/21 16:00,14.8084,14.2803,9.46776,12.5877,15.6423,12.5417
4/30/21 17:00,11.3992,12.5275,6.91635,10.4866,13.5803,10.2826
4/30/21 18:00,14.2455,13.105,6.35606,8.31106,11.4036,10.1133
4/30/21 19:00,15.099,11.6372,6.14261,8.17694,9.7341,8.87088
4/30/21 20:00,11.589,6.18333,5.69069,8.40337,10.7661,7.86339
4/30/21 21:00,10.9286,12.785,5.34881,10.5123,13.4757,7.77225
4/30/21 22:00,11.9413,8.97639,5.08224,38.5474,15.0117,14.2053
4/30/21 23:00,16.6862,11.3133,5.14126,30.4762,19.0874,22.3807
5/1/21 0:00,27.2023,14.8872,10.6826,34.4127,26.4564,18.6471
5/1/21 1:00,26.6456,21.4417,25.2202,30.6531,26.4746,15.695
5/1/21 2:00,21.1734,16.1192,17.4285,20.3055,28.2096,16.3695
5/1/21 3:00,19.6824,11.265,10.9947,17.8714,18.1489,12.9639
5/1/21 4:00,18.1781,8.04611,10.2179,15.7105,12.7044,10.9999
5/1/21 5:00,18.0896,11.4228,10.3267,12.8243,11.9368,10.1079
5/1/21 6:00,18.7408,13.82,4.28206,12.7429,10.0861,10.6325
5/1/21 7:00,6.05525,1.72861,4.64944,11.7495,7.44028,8.68954
5/1/21 8:00,5.27892,1,4.74389,5.38729,5.81347,5.81512
5/1/21 9:00,5.26782,1,5.22839,4.93892,5.28151,5.50346
5/1/21 10:00,5.58326,1,4.59963,5.01542,5.30324,6.00401
5/1/21 11:00,7.06415,7.57556,4.82299,5.15378,5.23004,6.22218
5/1/21 12:00,7.20181,22.3958,4.65511,6.07367,5.41799,6.01369
5/1/21 13:00,6.68897,1,4.70162,6.82946,6.9945,6.51638
5/1/21 14:00,7.71511,1,4.96772,6.05903,7.44878,7.36331
5/1/21 15:00,9.82193,23.53,5.22744,6.46372,7.07124,7.68796
5/1/21 16:00,8.86285,15.1083,5.59483,5.96387,6.70715,9.27699
5/1/21 17:00,8.80547,28.2806,5.15496,6.48356,6.47033,8.94879
5/1/21 18:00,9.10179,28.0156,5.46592,6.66843,6.92319,9.22056
5/1/21 19:00,11.4523,22.5728,5.88808,7.13333,6.46207,10.327
5/1/21 20:00,13.0531,18.5853,5.87557,6.80939,7.13357,9.68074
5/1/21 21:00,11.3182,20.9503,6.27507,6.33882,6.87715,9.29351
5/1/21 22:00,9.89394,19.8267,6.04061,7.54039,7.36118,9.23118
5/1/21 23:00,8.97665,17.8169,6.97089,7.05424,7.09367,14.9207
5/2/21 0:00,8.28532,15.5683,6.02267,7.11468,6.80986,13.1572
5/2/21 1:00,7.74226,16.6928,6.1981,8.31318,7.8556,9.13886
5/2/21 2:00,8.86167,18.2872,6.63915,7.09768,7.31608,8.54693
5/2/21 3:00,8.21614,18.4428,6.33953,7.51088,7.68749,7.93092
5/2/21 4:00,10.0706,18.0697,7.86811,8.3146,8.0995,8.80287
5/2/21 5:00,13.7109,14.0914,11.0839,8.97594,9.37426,10.3485
5/2/21 6:00,15.0551,10.7794,12.005,9.89158,10.5324,12.4076
5/2/21 7:00,18.9963,10.4119,14.0176,10.9175,11.9233,14.479
5/2/21 8:00,17.9118,13.0578,12.362,11.0261,12.757,15.5349
5/2/21 9:00,13.4746,10.0542,11.8282,11.9866,12.4926,15.5394
5/2/21 10:00,13.4224,17.9817,10.6981,10.717,11.38,14.2367
5/2/21 11:00,12.851,23.1642,8.65035,9.78958,10.1711,12.7736
5/2/21 12:00,12.0038,24.4775,8.24376,11.84,10.2977,13.5183
5/2/21 13:00,16.9036,25.7486,8.62886,11.1833,10.6042,13.0524
5/2/21 14:00,17.2764,17.5397,8.23857,9.71261,9.53246,12.5127
5/2/21 15:00,11.6508,19.38,8.24636,9.71663,9.19647,13.6658
5/2/21 16:00,11.2369,19.6958,8.17718,9.24251,9.14429,12.9301
5/2/21 17:00,9.7119,17.1564,7.73164,8.54882,8.78021,11.7817
5/2/21 18:00,10.2004,10.8806,7.85843,8.36701,9.04418,11.649
5/2/21 19:00,10.7312,19.0408,7.29554,7.41926,8.45083,10.3676
5/2/21 20:00,10.6759,24.0458,6.94185,6.49654,7.08115,9.54592
5/2/21 21:00,8.07046,14.3067,5.62954,7.11185,8.37362,8.18544
5/2/21 22:00,11.2348,8.77861,5.4501,7.79138,9.12115,8.69781
5/2/21 23:00,9.01112,7.21167,6.35936,7.45586,8.40904,9.23236
5/3/21 0:00,8.77714,4.51611,6.18676,7.5666,7.92431,8.62579
5/3/21 1:00,8.25415,5.59083,7.95193,7.13806,7.4679,8.23101
5/3/21 2:00,7.55739,3.26056,7.6804,6.73171,7.33308,7.42706
5/3/21 3:00,7.04621,3.38556,6.47293,6.33906,6.52913,6.79829
5/3/21 4:00,6.18794,1,5.92728,5.85101,6.17944,6.11806
5/3/21 5:00,6.30458,2.52972,5.49449,6.14403,5.99764,6.27531
5/3/21 6:00,7.09603,1.57972,6.09681,6.33528,5.91949,6.37494
5/3/21 7:00,7.04833,1,6.37565,6.70196,6.33032,6.39454
5/3/21 8:00,8.53064,1,6.67575,6.4701,6.79381,7.26957
5/3/21 9:00,8.87182,5.72833,7.20299,7.71133,7.33143,7.6431
5/3/21 10:00,8.2041,9.53639,7.5104,7.90636,7.21031,7.88912
5/3/21 11:00,8.78942,1,6.75485,7.23604,7.22093,8.30208
5/3/21 12:00,8.99578,7.73083,7.00819,8.431,7.39093,8.8874
5/3/21 13:00,10.1053,19.2522,7.28515,8.83735,8.9436,10.1468
5/3/21 14:00,10.4542,38.73,7.33072,11.7786,10.2875,9.52231
5/3/21 15:00,11.3179,43.0419,8.35828,14.0804,9.70081,9.28242
5/3/21 16:00,13.204,18.4919,10.1525,13.1726,8.79154,10.0184
5/3/21 17:00,10.9562,25.8019,11.3212,15.1259,10.0266,12.5268
5/3/21 18:00,15.4501,27.3444,14.5272,14.8794,12.0671,11.7547
5/3/21 19:00,15.9663,20.6683,17.382,14.5319,15.0185,12.048
5/3/21 20:00,13.7825,13.8086,11.2518,15.2463,13.8408,12.758
5/3/21 21:00,11.0381,8.29667,9.87269,13.6387,9.89087,11.6091
5/3/21 22:00,10.4122,11.5342,7.99278,12.6444,8.72472,9.89135
5/3/21 23:00,10.3822,10.9561,9.16743,10.6729,8.02206,10.1062
5/4/21 0:00,9.62856,8.70111,8.28839,8.71693,7.95972,8.99153
5/4/21 1:00,9.57826,5.50917,7.80719,8.11225,7.74746,8.37669
5/4/21 2:00,9.30201,5.45389,7.76233,8.29028,9.53199,9.08172
5/4/21 3:00,8.58329,6.69,7.18764,8.27446,12.217,9.39315
5/4/21 4:00,9.02435,8.18417,7.78547,9.07417,11.334,9.75157
5/4/21 5:00,12.0119,11.0125,9.26069,11.7245,13.3886,10.6427
5/4/21 6:00,13.5074,16.7894,11.3536,15.1278,14.5378,11.7469
5/4/21 7:00,18.1418,21.52,25.304,23.604,18.3547,17.3985
5/4/21 8:00,21.1479,19.5381,22.6199,24.6969,19.3573,20.4729
5/4/21 9:00,18.2917,8.52833,20.9029,22.6791,15.6917,19.5783
5/4/21 10:00,18.5101,7.30361,21.6731,24.334,17.1485,19.7133
5/4/21 11:00,18.0639,10.1156,31.6197,20.9713,17.4235,20.5364
5/4/21 12:00,19.2251,14.3781,31.1151,32.7018,20.2595,19.1415
5/4/21 13:00,21.4641,15.8967,28.2228,39.6945,21.9826,22.3601
5/4/21 14:00,23.3884,35.1139,36.4789,26.6219,22.0827,22.664
5/4/21 15:00,19.8274,45.7161,33.4281,22.2544,19.0468,19.8689
5/4/21 16:00,19.9258,33.6661,25.2098,22.6524,18.8681,20.2453
5/4/21 17:00,16.9556,32.4544,16.8238,22.5948,15.3233,16.3034
5/4/21 18:00,18.4634,21.235,16.5476,18.3477,16.5553,17.1055
5/4/21 19:00,18.0587,21.9156,20.6217,18.3725,15.8815,17.5914
5/4/21 20:00,18.1423,27.0347,28.6601,21.1317,17.4431,17.003
5/4/21 21:00,23.2503,33.6636,25.8437,19.5195,17.2488,19.0567
5/4/21 22:00,20.1759,23.6114,27.4795,19.409,16.2496,16.4649
5/4/21 23:00,12.7499,13.5753,12.1911,7.39093,7.73258,9.96006
5/5/21 0:00,6.76122,3.72278,5.55422,11.521,8.04779,6.19597
5/5/21 1:00,7.21597,6.10222,6.40139,9.36104,6.83772,7.01126
